# power spectrum of B
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.063206e-01   2.349734e-18   1.030775e-04   1.139654e-19   480
  3.069960e-01   3.113505e-18   2.018238e-04   1.923858e-19   408
  3.079829e-01   3.599186e-18   1.208696e-04   2.419598e-19   360
  3.083998e-01   2.616013e-18   1.166348e-04   1.462679e-19   408
  3.091725e-01   2.255467e-18   1.186907e-04   1.022317e-19   456
  3.100425e-01   2.254352e-18   1.134390e-04   1.157033e-19   264
  3.105254e-01   2.818705e-18   1.231098e-04   1.397921e-19   384
  3.112283e-01   2.425042e-18   2.072640e-04   1.009743e-19   672
  3.120409e-01   3.232983e-18   1.239707e-04   2.438684e-19   240
  3.125099e-01   2.385479e-18   1.257992e-04   1.212747e-19   264
  3.131717e-01   1.878191e-18   1.551526e-04   8.099575e-20   624
  3.141593e-01   2.378683e-18   0.000000e+00   2.460157e-19   150
  3.145109e-01   3.048346e-18   1.738607e-04   1.447945e-19   600
  3.152524e-01   2.927796e-18   1.199942e-04   1.367572e-19   672
  3.160921e-01   2.453449e-18   1.128630e-04   1.436396e-19   336
  3.165599e-01   3.211266e-18   1.227621e-04   2.106984e-19   408
  3.173072e-01   2.400135e-18   1.224729e-04   1.438658e-19   408
  3.181385e-01   2.416294e-18   6.192886e-05   1.295035e-19   360
  3.186510e-01   2.728480e-18   2.273829e-04   1.739153e-19   456
  3.192699e-01   2.282563e-18   1.236522e-04   1.288091e-19   384
  3.200577e-01   2.073228e-18   1.141466e-04   1.264402e-19   348
  3.204835e-01   2.993501e-18   1.407202e-04   1.618360e-19   576
  3.212832e-01   2.106435e-18   1.158646e-04   1.133742e-19   504
  3.221013e-01   2.131268e-18   1.634203e-04   9.828380e-20   432
  3.228154e-01   2.243303e-18   2.223325e-04   9.680867e-20   576
  3.233247e-01   1.782267e-18   5.231318e-09   1.072980e-19   264
  3.241325e-01   2.130095e-18   1.769212e-04   8.126469e-20   768
  3.248351e-01   1.361135e-18   2.381921e-04   6.837472e-20   240
  3.253937e-01   2.229243e-18   2.100629e-04   2.069818e-19   192
  3.262073e-01   1.743499e-18   1.546319e-04   7.748459e-20   504
  3.268108e-01   2.879276e-18   2.083724e-04   1.805801e-19   590
  3.273894e-01   3.338495e-18   2.334698e-04   2.561945e-19   384
  3.281151e-01   2.460031e-18   1.951120e-04   1.598179e-19   504
  3.289911e-01   2.631416e-18   1.877651e-04   1.555794e-19   648
  3.298409e-01   2.057090e-18   5.099453e-05   1.315396e-19   504
  3.301835e-01   2.241006e-18   1.163281e-04   1.475658e-19   312
  3.307884e-01   2.624638e-18   1.676002e-04   1.419907e-19   576
  3.316189e-01   2.999983e-18   1.166339e-04   2.648267e-19   240
  3.321030e-01   1.829203e-18   1.178530e-04   7.240913e-20   552
  3.327882e-01   2.244619e-18   1.106612e-04   1.110400e-19   600
  3.337643e-01   2.019475e-18   1.351639e-04   9.526864e-20   600
  3.343511e-01   1.725123e-18   2.164544e-04   1.064458e-19   312
  3.349356e-01   2.467603e-18   1.885103e-04   1.421436e-19   480
  3.356656e-01   1.786250e-18   1.176123e-04   9.603930e-20   576
  3.363084e-01   2.058134e-18   1.893814e-04   1.295848e-19   408
  3.368787e-01   9.796306e-19   2.209222e-04   4.906016e-20   216
  3.376156e-01   1.885498e-18   1.692015e-04   8.269558e-20   516
  3.384050e-01   1.840570e-18   1.614354e-04   7.106834e-20   744
  3.392194e-01   2.076927e-18   1.078246e-04   1.177012e-19   462
  3.396796e-01   1.907725e-18   1.095881e-04   1.356237e-19   432
  3.403934e-01   2.327493e-18   1.016670e-04   1.427172e-19   648
  3.412327e-01   2.003803e-18   1.487578e-04   1.336124e-19   528
  3.419069e-01   2.210220e-18   1.791415e-04   1.233088e-19   600
