# cross power spectrum of delta_m and  delta_kgb
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.181385e-01   1.636568e-02   6.192886e-05   1.058894e-03   360
  3.186510e-01   1.501174e-02   2.273829e-04   9.271364e-04   456
  3.192699e-01   1.518825e-02   1.236522e-04   8.940948e-04   384
  3.200577e-01   1.049203e-02   1.141466e-04   6.032208e-04   348
  3.204835e-01   1.716304e-02   1.407202e-04   8.710066e-04   576
  3.212832e-01   1.427319e-02   1.158646e-04   7.510896e-04   504
  3.221013e-01   1.492959e-02   1.634203e-04   8.197676e-04   432
  3.228154e-01   1.591079e-02   2.223325e-04   8.597153e-04   576
  3.233247e-01   1.220132e-02   5.231318e-09   1.002805e-03   264
  3.241325e-01   1.384557e-02   1.769212e-04   5.330611e-04   768
  3.248351e-01   1.054037e-02   2.381921e-04   6.633591e-04   240
  3.253937e-01   1.388578e-02   2.100629e-04   1.252661e-03   192
  3.262073e-01   1.250456e-02   1.546319e-04   6.677036e-04   504
  3.268108e-01   1.567650e-02   2.083724e-04   7.047623e-04   590
  3.273894e-01   1.680737e-02   2.334698e-04   1.502122e-03   384
  3.281151e-01   1.478041e-02   1.951120e-04   8.593309e-04   504
  3.289911e-01   1.515391e-02   1.877651e-04   8.168250e-04   648
  3.298409e-01   1.343177e-02   5.099453e-05   8.240520e-04   504
  3.301835e-01   1.529429e-02   1.163281e-04   1.280793e-03   312
  3.307884e-01   1.624664e-02   1.676002e-04   7.499264e-04   576
  3.316189e-01   1.549758e-02   1.166339e-04   1.023681e-03   240
  3.321030e-01   1.243997e-02   1.178530e-04   6.281874e-04   552
  3.327882e-01   1.531688e-02   1.106612e-04   8.067707e-04   600
  3.337643e-01   1.427504e-02   1.351639e-04   9.602328e-04   600
  3.343511e-01   1.261692e-02   2.164544e-04   9.285922e-04   312
  3.349356e-01   1.502699e-02   1.885103e-04   8.494771e-04   480
  3.356656e-01   1.223448e-02   1.176123e-04   6.265055e-04   576
  3.363084e-01   1.464624e-02   1.893814e-04   9.222763e-04   408
  3.368787e-01   9.169519e-03   2.209222e-04   7.196917e-04   216
  3.376156e-01   1.345483e-02   1.692015e-04   6.687970e-04   516
  3.384050e-01   1.377467e-02   1.614354e-04   6.561333e-04   744
  3.392194e-01   1.626898e-02   1.078246e-04   8.882546e-04   462
